agency_cd	site_no	datetime	115575_00010_00001	115575_00010_00001_cd	115576_00010_00002	115576_00010_00002_cd	115577_00010_00003	115577_00010_00003_cd	115578_00400_00001	115578_00400_00001_cd	115579_00400_00002	115579_00400_00002_cd	115581_00400_00008	115581_00400_00008_cd	115582_00095_00001	115582_00095_00001_cd	115583_00095_00002	115583_00095_00002_cd	115584_00095_00003	115584_00095_00003_cd	115585_00300_00001	115585_00300_00001_cd	115586_00300_00002	115586_00300_00002_cd	115587_00300_00003	115587_00300_00003_cd	115588_62625_00001	115588_62625_00001_cd	115589_62625_00002	115589_62625_00002_cd	115590_62625_00003	115590_62625_00003_cd	115591_00036_00003	115591_00036_00003_cd	115592_00052_00001	115592_00052_00001_cd	115593_00052_00002	115593_00052_00002_cd	115594_00052_00003	115594_00052_00003_cd	115595_00020_00001	115595_00020_00001_cd	115596_00020_00002	115596_00020_00002_cd	115597_00020_00003	115597_00020_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s	14n	10s
USGS	422622122004000	2014-08-02	22.4	A	21.6	A	21.8	A	8.9	A	8.7	A	8.7	A	118	A	116	A	117	A							5.60	A	0.30	A	2.44	A			81.4	A	46.3	A	63.5	A	26.0	A	15.8	A	21.3	A
USGS	422622122004000	2014-08-03	22.4	A	21.6	A	21.8	A	9.0	A	8.7	A	8.8	A	117	A	116	A	117	A							7.80	A	0.10	A	3.09	A			81.2	A	30.2	A	59.9	A	29.4	A	15.3	A	21.7	A
USGS	422622122004000	2014-08-04	22.7	A	21.4	A	21.8	A	9.1	A	8.7	A	8.8	A	118	A	116	A	117	A							9.30	A	0.0	A	3.53	A			85.5	A	38.2	A	63.3	A	27.3	A	17.0	A	21.2	A
USGS	422622122004000	2014-08-05	22.7	A	21.8	A	22.1	A	9.0	A	8.5	A	8.8	A	121	A	116	A	118	A							10.10	A	0.20	A	4.16	A			89.5	A	45.6	A	66.5	A	26.2	A	16.2	A	20.5	A
USGS	422622122004000	2014-08-06	22.3	A	21.2	A	21.6	A	8.8	A	8.4	A	8.7	A	120	A	117	A	118	A							7.40	A	0.30	A	3.71	A			77.1	A	23.2	A	51.4	A	25.6	A	14.8	A	20.4	A
USGS	422622122004000	2014-08-07	22.8	A	21.4	A	21.9	A	8.8	A	8.0	A	8.6	A	124	A	119	A	121	A							7.00	A	0.10	A	3.47	A			79.5	A	32.4	A	57.4	A	25.9	A	14.9	A	20.5	A
USGS	422622122004000	2014-08-08	22.5	A	21.6	A	22.0	A	8.8	A	8.3	A	8.6	A	121	A	120	A	121	A							8.20	A	0.50	A	3.66	A			74.9	A	28.5	A	54.4	A	25.2	A	13.9	A	19.8	A
USGS	422622122004000	2014-08-09	22.7	A	21.3	A	21.6	A	8.7	A	8.2	A	8.5	A	122	A	118	A	120	A							6.20	A	0.20	A	2.53	A			77.8	A	32.0	A	52.8	A	27.0	A	14.7	A	21.1	A
USGS	422622122004000	2014-08-10	22.7	A	21.8	A	22.2	A	8.7	A	8.4	A	8.5	A	122	A	117	A	119	A							14.50	A	0.0	A	2.67	A			74.7	A	34.1	A	52.6	A	27.6	A	15.9	A	21.3	A
USGS	422622122004000	2014-08-11	22.2	A	21.6	A	21.8	A	8.7	A	8.3	A	8.5	A	126	A	118	A	121	A							10.20	A	0.20	A	2.74	A			82.9	A	38.6	A	65.6	A	26.1	A	15.4	A	19.3	A
USGS	422622122004000	2014-08-12	21.9	A	21.2	A	21.5	A	8.7	A	8.1	A	8.5	A	119	A	117	A	118	A							10.90	A	0.20	A	3.77	A			88.9	A	48.6	A	69.8	A	22.1	A	14.2	A	17.3	A
USGS	422622122004000	2014-08-13	21.2	A	20.6	A	20.9	A	8.6	A	8.1	A	8.3	A	119	A	117	A	118	A							7.50	A	0.70	A	3.41	A			82.8	A	48.6	A	67.2	A	18.9	A	13.3	A	15.9	A
USGS	422622122004000	2014-08-14	21.0	A	20.0	A	20.3	A	8.3	A	7.8	A	8.1	A	121	A	118	A	120	A							6.90	A	0.20	A	3.04	A			92.0	A	57.0	A	74.1	A	19.7	A	9.9	A	15.0	A
USGS	422622122004000	2014-08-15	21.2	A	20.0	A	20.5	A	8.6	A	8.1	A	8.3	A	119	A	117	A	118	A							6.30	A	0.50	A	2.98	A			92.7	A	44.8	A	70.2	A	23.6	A	11.6	A	17.5	A
USGS	422622122004000	2014-08-16	21.4	A	19.9	A	20.4	A	8.4	A	7.3	A	7.8	A	123	A	118	A	121	A							4.90	A	0.60	A	2.50	A			89.1	A	39.7	A	65.8	A	25.7	A	12.8	A	19.1	A
USGS	422622122004000	2014-08-17	21.3	A	20.8	A	21.0	A	8.4	A	8.1	A	8.2	A	126	A	119	A	120	A							8.70	A	0.0	A	2.89	A			80.9	A	33.3	A	59.8	A	26.0	A	14.1	A	19.9	A
USGS	422622122004000	2014-08-18	21.1	A	20.4	A	20.6	A	8.6	A	8.1	A	8.3	A	120	A	118	A	119	A							8.80	A	0.0	A	2.95	A			81.8	A	24.8	A	58.0	A	29.1	A	13.7	A	20.9	A
USGS	422622122004000	2014-08-19	21.7	A	20.5	A	21.0	A	8.6	A	8.4	A	8.5	A	121	A	118	A	119	A							8.40	A	0.30	A	4.29	A			82.7	A	36.9	A	61.8	A	25.6	A	15.3	A	20.3	A
USGS	422622122004000	2014-08-20	21.6	A	20.4	A	20.9	A	8.6	A	7.2	A	7.6	A	126	A	119	A	124	A							10.00	A	0.50	A	4.51	A			84.6	A	52.4	A	68.3	A	21.5	A	13.2	A	17.8	A
USGS	422622122004000	2014-08-21	21.4	A	20.1	A	20.8	A	8.6	A	7.2	A	7.9	A	127	A	121	A	124	A							7.80	A	0.70	A	4.23	A			88.9	A	25.8	A	59.9	A	22.3	A	10.2	A	16.6	A
USGS	422622122004000	2014-08-22	21.0	A	19.7	A	20.4	A	8.5	A	7.4	A	8.1	A	124	A	121	A	123	A							7.40	A	0.40	A	3.89	A			77.1	A	36.4	A	55.9	A	21.2	A	12.0	A	16.4	A
USGS	422622122004000	2014-08-23	20.6	A	19.6	A	20.1	A	8.3	A	7.7	A	8.0	A	123	A	122	A	123	A							7.20	A	0.90	A	3.34	A			82.8	A	34.6	A	58.5	A	22.6	A	11.6	A	17.1	A
USGS	422622122004000	2014-08-24	20.6	A	19.4	A	19.8	A	8.2	A	7.3	A	7.9	A	124	A	122	A	123	A							8.20	A	0.30	A	3.81	A			77.3	A	36.3	A	56.3	A	22.9	A	11.8	A	17.5	A
USGS	422622122004000	2014-08-25	20.2	A	19.0	A	19.6	A	8.5	A	7.3	A	8.0	A	125	A	122	A	123	A							6.70	A	2.00	A	4.62	A			76.2	A	38.0	A	58.3	A	22.4	A	12.4	A	17.3	A
USGS	422622122004000	2014-08-26	20.4	A	19.1	A	19.4	A	8.6	A	7.5	A	7.7	A	124	A	123	A	124	A							5.60	A	0.0	A	2.27	A			80.2	A	36.2	A	59.2	A	24.9	A	11.3	A	18.7	A
USGS	422622122004000	2014-08-27	21.0	A	19.6	A	20.3	A	8.6	A	7.5	A	8.4	A	125	A	122	A	123	A							5.50	A	0.20	A	2.66	A			76.6	A	34.0	A	57.4	A	26.5	A	13.0	A	20.0	A
USGS	422622122004000	2014-08-28	21.1	A	20.0	A	20.6	A	8.5	A	7.4	A	8.3	A	126	A	124	A	124	A							7.10	A	0.40	A	2.78	A			78.8	A	30.3	A	56.9	A	25.4	A	14.3	A	20.1	A
USGS	422622122004000	2014-08-29	20.8	A	19.5	A	20.2	A	8.7	A	7.6	A	8.1	A	125	A	123	A	124	A							7.70	A	0.20	A	3.53	A			78.4	A	36.4	A	58.9	A	23.0	A	12.8	A	17.8	A
USGS	422622122004000	2014-08-30	20.2	A	18.8	A	19.4	A	8.7	A	7.5	A	8.4	A	126	A	123	A	124	A							7.80	A	1.00	A	4.81	A			75.0	A	49.1	A	61.5	A	19.1	A	13.0	A	16.1	A
USGS	422622122004000	2014-08-31	19.6	A	18.5	A	18.9	A	8.5	A	7.4	A	7.8	A	127	A	124	A	125	A							8.10	A	0.90	A	4.18	A			85.5	A	36.1	A	63.1	A	20.3	A	9.5	A	14.5	A
USGS	422622122004000	2014-09-01	18.9	A	17.8	A	18.4	A	8.5	A	7.8	A	8.1	A	125	A	124	A	125	A							6.20	A	0.20	A	2.46	A			88.0	A	28.0	A	58.8	A	23.6	A	8.0	A	16.4	A
USGS	422622122004000	2014-09-02	19.5	A	18.4	A	18.8	A	8.5	A	7.7	A	8.4	A	125	A	125	A	125	A							7.80	A	0.40	A	3.83	A			87.8	A	26.7	A	61.6	A	24.3	A	10.4	A	16.5	A
USGS	422622122004000	2014-09-03	18.8	A	18.0	A	18.4	A	8.5	A	7.6	A	8.2	A	126	A	125	A	125	A							6.30	A	0.10	A	2.65	A			83.0	A	18.6	A	51.4	A	22.4	A	8.0	A	14.7	A
USGS	422622122004000	2014-09-04	18.4	A	17.3	A	17.7	A	8.5	A	7.9	A	8.2	A	126	A	124	A	125	A							7.80	A	0.90	A	4.68	A			72.7	A	23.8	A	49.6	A	22.8	A	9.6	A	15.5	A
USGS	422622122004000	2014-09-05	17.9	A	16.9	A	17.2	A	8.5	A	8.0	A	8.2	A	126	A	125	A	126	A							7.90	A	0.10	A	2.93	A			70.3	A	26.7	A	49.5	A	24.4	A	9.9	A	16.8	A
USGS	422622122004000	2014-09-06	18.3	A	17.3	A	17.6	A	8.6	A	7.9	A	8.4	A	128	A	125	A	126	A							6.10	A	0.0	A	1.95	A			54.6	A	25.5	A	42.3	A	25.0	A	11.9	A	17.7	A
USGS	422622122004000	2014-09-07	18.8	A	17.6	A	17.9	A	8.5	A	8.0	A	8.4	A	128	A	127	A	127	A							6.20	A	0.10	A	2.48	A			77.1	A	23.4	A	53.7	A	24.7	A	10.3	A	17.2	A
USGS	422622122004000	2014-09-08	18.8	A	18.0	A	18.2	A	8.5	A	8.2	A	8.3	A	129	A	127	A	128	A							9.90	A	0.10	A	3.87	A			79.2	A	30.6	A	57.1	A	24.1	A	10.5	A	16.8	A
USGS	422622122004000	2014-09-09	18.4	A	17.1	A	17.8	A	8.5	A	8.0	A	8.3	A	129	A	128	A	129	A							9.20	A	0.50	A	4.31	A			77.2	A	36.0	A	53.5	A	20.6	A	9.8	A	16.0	A
USGS	422622122004000	2014-09-10	18.3	A	16.8	A	17.3	A	8.4	A	7.8	A	8.1	A	130	A	129	A	129	A							6.80	A	0.40	A	2.45	A			81.2	A	33.9	A	58.6	A	23.6	A	7.8	A	15.6	A
USGS	422622122004000	2014-09-11	17.9	A	16.8	A	17.3	A	8.6	A	8.1	A	8.4	A	129	A	129	A	129	A							7.40	A	0.90	A	4.06	A			69.1	A	38.3	A	53.7	A	22.2	A	10.6	A	16.0	A
USGS	422622122004000	2014-09-12	17.7	A	17.0	A	17.2	A	8.5	A	8.1	A	8.3	A	130	A	129	A	130	A							5.60	A	0.0	A	2.24	A			69.1	A	28.7	A	51.4	A	23.5	A	9.0	A	15.8	A
USGS	422622122004000	2014-09-13	18.0	A	17.1	A	17.4	A	8.4	A	8.0	A	8.2	A	130	A	129	A	130	A							5.60	A	0.30	A	2.50	A			78.1	A	25.2	A	52.8	A	25.3	A	10.2	A	16.9	A
USGS	422622122004000	2014-09-14	18.4	A	17.1	A	17.5	A	8.4	A	7.9	A	8.2	A	134	A	129	A	131	A							4.60	A	0.10	A	2.22	A			78.1	A	23.3	A	55.8	A	25.4	A	10.5	A	17.3	A
USGS	422622122004000	2014-09-15	18.7	A	17.8	A	18.2	A	8.4	A	7.9	A	8.3	A	131	A	130	A	130	A							8.60	A	0.10	A	3.42	A			76.6	A	28.0	A	54.6	A	26.0	A	11.2	A	18.1	A
USGS	422622122004000	2014-09-16	18.3	A	17.6	A	17.9	A	8.0	A	7.5	A	7.7	A	131	A	131	A	131	A							6.10	A	0.50	A	2.82	A			77.5	A	30.5	A	53.7	A	23.7	A	11.1	A	17.8	A
USGS	422622122004000	2014-09-17	18.4	A	17.9	A	18.2	A	8.0	A	7.8	A	7.9	A	131	A	130	A	131	A							10.00	A	0.20	A	4.50	A			71.5	A	27.4	A	52.6	A	23.7	A	13.4	A	17.6	A
USGS	422622122004000	2014-09-18	18.4	A	17.5	A	17.9	A	8.1	A	7.6	A	7.8	A	131	A	129	A	130	A							7.10	A	0.60	A	3.57	A			75.0	A	50.8	A	64.6	A	20.1	A	13.3	A	16.4	A
USGS	422622122004000	2014-09-19	18.1	A	17.2	A	17.6	A	8.4	A	7.8	A	8.0	A	132	A	131	A	131	A							5.10	A	0.0	A	2.10	A			91.7	A	40.0	A	67.2	A	23.8	A	10.2	A	17.0	A
USGS	422622122004000	2014-09-20	18.4	A	17.8	A	17.9	A	8.5	A	7.9	A	8.3	A	132	A	131	A	131	A							4.40	A	0.0	A	1.62	A			82.9	A	20.6	A	62.0	A	26.1	A	11.9	A	18.7	A
USGS	422622122004000	2014-09-21	19.3	A	18.1	A	18.7	A	8.6	A	8.1	A	8.4	A	132	A	129	A	131	A							8.20	A	0.0	A	3.19	A			80.0	A	42.1	A	61.3	A	24.6	A	13.6	A	18.9	A
USGS	422622122004000	2014-09-22	18.9	A	17.7	A	18.5	A	8.4	A	7.6	A	8.0	A	131	A	130	A	131	A							7.80	A	0.30	A	3.18	A			74.5	A	37.7	A	55.8	A	23.4	A	13.2	A	18.7	A
USGS	422622122004000	2014-09-23	18.5	A	17.9	A	18.2	A	8.0	A	7.8	A	7.9	A	131	A	131	A	131	A							8.80	A	0.10	A	4.79	A			71.1	A	41.1	A	54.4	A	21.4	A	15.4	A	18.5	A
USGS	422622122004000	2014-09-24	17.9	A	16.6	A	17.2	A	7.8	A	7.5	A	7.6	A	133	A	130	A	131	A							9.50	A	1.70	A	4.89	A			92.5	A	53.3	A	73.5	A	17.3	A	8.8	A	13.8	A
USGS	422622122004000	2014-09-25	16.6	A	14.6	A	15.4	A	7.8	A	7.6	A	7.7	A	132	A	112	A	124	A							12.60	A	0.30	A	4.63	A			94.6	A	61.4	A	81.0	A	13.3	A	8.5	A	10.2	A
USGS	422622122004000	2014-09-26	15.7	A	14.5	A	14.9	A	7.8	A	7.6	A	7.6	A	131	A	115	A	127	A							9.00	A	0.20	A	2.70	A			94.4	A	41.7	A	76.9	A	16.3	A	6.2	A	10.0	A
USGS	422622122004000	2014-09-27	15.5	A	14.6	A	15.1	A	7.9	A	7.6	A	7.7	A	130	A	127	A	129	A							9.50	A	0.20	A	4.81	A			93.3	A	56.0	A	72.9	A	14.9	A	6.4	A	11.3	A
USGS	422622122004000	2014-09-28	14.9	A	14.2	A	14.5	A	7.8	A	7.6	A	7.7	A	130	A	126	A	128	A							6.60	A	0.0	A	3.16	A			78.9	A	61.8	A	70.8	A	17.1	A	11.5	A	13.5	A
USGS	422622122004000	2014-09-29	15.2	A	14.4	A	14.7	A	7.9	A	7.7	A	7.7	A	130	A	126	A	129	A							9.90	A	1.00	A	5.64	A			85.9	A	39.4	A	68.0	A	17.6	A	10.6	A	14.0	A
USGS	422622122004000	2014-09-30	15.0	A	14.2	A	14.6	A	8.0	A	7.6	A	7.8	A	130	A	126	A	128	A							7.70	A	0.50	A	3.73	A			85.8	A	48.6	A	67.3	A	13.6	A	6.8	A	10.0	A
USGS	422622122004000	2014-10-01	14.5	A	13.6	A	14.0	A	8.0	A	7.8	A	7.9	A	130	A	128	A	129	A							4.60	A	0.10	A	2.09	A			93.8	A	30.3	A	73.2	A	17.1	A	3.0	A	8.2	A
USGS	422622122004000	2014-10-02	15.0	A	13.6	A	14.0	A	8.1	A	7.8	A	7.9	A	132	A	128	A	130	A							3.80	A	0.0	A	1.70	A			91.0	A	43.4	A	71.0	A	20.9	A	4.2	A	10.6	A
USGS	422622122004000	2014-10-03	14.9	A	14.4	A	14.5	A	8.2	A	8.0	A	8.1	A	132	A	131	A	132	A							4.00	A	0.0	A	1.58	A			89.8	A	42.6	A	70.1	A	20.1	A	6.3	A	12.9	A
USGS	422622122004000	2014-10-04	15.7	A	14.4	A	14.7	A	8.3	A	8.0	A	8.1	A	132	A	131	A	131	A							3.40	A	0.10	A	1.45	A			87.8	A	30.2	A	65.5	A	24.6	A	7.6	A	14.3	A
USGS	422622122004000	2014-10-05	16.0	A	14.6	A	15.2	A	8.0	A	7.7	A	7.8	A	133	A	131	A	132	A							3.70	A	0.0	A	1.31	A			86.8	A	35.0	A	64.8	A	23.3	A	7.0	A	13.9	A
USGS	422622122004000	2014-10-06	16.3	A	14.5	A	15.0	A	8.0	A	7.6	A	7.8	A	133	A	132	A	132	A							2.80	A	0.0	A	1.27	A			88.1	A	35.4	A	68.0	A	21.9	A	7.9	A	14.1	A
USGS	422622122004000	2014-10-07	16.3	A	14.7	A	15.5	A	8.0	A	7.6	A	7.9	A	133	A	132	A	132	A							6.30	A	0.0	A	2.01	A			87.1	A	30.6	A	61.2	A	23.4	A	7.8	A	14.2	A
USGS	422622122004000	2014-10-08	15.5	A	14.8	A	15.1	A	7.9	A	7.6	A	7.7	A	133	A	132	A	133	A							7.30	A	0.50	A	2.87	A			83.5	A	32.7	A	61.8	A	19.3	A	6.7	A	12.9	A
USGS	422622122004000	2014-10-09	15.2	A	14.5	A	14.8	A	7.7	A	7.5	A	7.7	A	134	A	133	A	133	A							5.90	A	0.10	A	2.31	A			91.6	A	35.8	A	66.5	A	20.7	A	6.4	A	12.7	A
USGS	422622122004000	2014-10-10	15.4	A	14.4	A	14.8	A	7.8	A	7.5	A	7.6	A	134	A	133	A	133	A							7.30	A	0.10	A	2.66	A			92.5	A	41.1	A	68.0	A	19.2	A	6.5	A	12.4	A
USGS	422622122004000	2014-10-11	15.1	A	14.4	A	14.7	A	8.0	A	7.4	A	7.6	A	135	A	133	A	134	A							8.90	A	0.30	A	4.65	A			83.9	A	56.9	A	71.1	A	16.1	A	9.1	A	12.1	A
USGS	422622122004000	2014-10-12	14.8	A	13.8	A	14.2	A	8.0	A	7.4	A	7.8	A	135	A	133	A	133	A							6.40	A	0.10	A	2.14	A			94.3	A	49.2	A	74.3	A	16.0	A	3.0	A	8.9	A
USGS	422622122004000	2014-10-13	14.4	A	13.6	A	14.0	A	8.0	A	7.6	A	7.8	A	135	A	133	A	134	A							5.50	A	0.20	A	2.05	A			88.8	A	16.9	A	56.6	A	23.0	A	4.0	A	12.2	A
USGS	422622122004000	2014-10-14	14.1	A	13.1	A	13.6	A	7.7	A	7.5	A	7.6	A	135	A	134	A	134	A							14.20	A	1.00	A	4.78	A			87.4	A	34.4	A	57.3	A	16.2	A	8.6	A	12.0	A
USGS	422622122004000	2014-10-15	13.1	A	11.1	A	12.0	A	7.8	A	7.6	A	7.6	A	134	A	116	A	129	A							10.00	A	0.60	A	4.00	A			88.0	A	56.3	A	75.1	A	9.8	A	4.2	A	7.3	A
USGS	422622122004000	2014-10-16																									5.80	A	0.20	A	2.18	A			91.8	A	51.4	A	78.6	A	14.5	A	4.0	A	8.0	A
USGS	422622122004000	2014-10-17																									6.40	A	0.0	A	2.72	A			87.5	A	64.2	A	77.3	A	12.2	A	7.0	A	9.6	A
USGS	422622122004000	2014-10-18																									4.00	A	0.0	A	1.41	A			93.2	A	62.9	A	85.3	A	16.0	A	7.2	A	9.8	A
USGS	422622122004000	2014-10-19																									7.30	A	0.10	A	2.04	A			97.4	A	48.1	A	78.9	A	17.5	A	4.5	A	10.2	A
USGS	422622122004000	2014-10-20																									9.50	A	0.50	A	4.42	A	214	A	87.2	A	63.6	A	78.0	A	12.2	A	5.9	A	9.5	A
USGS	422622122004000	2014-10-21																																												
USGS	422622122004000	2014-10-22																																												
USGS	422622122004000	2014-10-23																																												
USGS	422622122004000	2014-10-24																																												
USGS	422622122004000	2014-10-25																																												
USGS	422622122004000	2014-10-26																																												
USGS	422622122004000	2014-10-27																																												
USGS	422622122004000	2014-10-28																																												
USGS	422622122004000	2014-10-29																																												
USGS	422622122004000	2014-10-30																																												
USGS	422622122004000	2014-10-31																																												
USGS	422622122004000	2014-11-01																																												
USGS	422622122004000	2014-11-02																																												
USGS	422622122004000	2014-11-03																																												
USGS	422622122004000	2014-11-04																																												
USGS	422622122004000	2014-11-05																																												
USGS	422622122004000	2014-11-06																																												
USGS	422622122004000	2014-11-07																																												
USGS	422622122004000	2014-11-08																																												
USGS	422622122004000	2014-11-09																																												
USGS	422622122004000	2014-11-10																																												
USGS	422622122004000	2014-11-11																																												
USGS	422622122004000	2014-11-12																																												
USGS	422622122004000	2014-11-13																																												
USGS	422622122004000	2014-11-14																																												
USGS	422622122004000	2014-11-15																																												
USGS	422622122004000	2014-11-16																																												
USGS	422622122004000	2014-11-17																																												
USGS	422622122004000	2014-11-18																																												
USGS	422622122004000	2014-11-19																																												
USGS	422622122004000	2014-11-20																																												
USGS	422622122004000	2014-11-21																																												
USGS	422622122004000	2014-11-22																																												
USGS	422622122004000	2014-11-23																																												
USGS	422622122004000	2014-11-24																																												
USGS	422622122004000	2014-11-25																																												
USGS	422622122004000	2014-11-26																																												
USGS	422622122004000	2014-11-27																																												
USGS	422622122004000	2014-11-28																																												
USGS	422622122004000	2014-11-29																																												
USGS	422622122004000	2014-11-30																																												
USGS	422622122004000	2014-12-01																																												
USGS	422622122004000	2014-12-02																																												
USGS	422622122004000	2014-12-03																																												
USGS	422622122004000	2014-12-04																																												
USGS	422622122004000	2014-12-05																																												
USGS	422622122004000	2014-12-06																																												
USGS	422622122004000	2014-12-07																																												
USGS	422622122004000	2014-12-08																																												
USGS	422622122004000	2014-12-09																																												
USGS	422622122004000	2014-12-10																																												
USGS	422622122004000	2014-12-11																																												
USGS	422622122004000	2014-12-12																																												
USGS	422622122004000	2014-12-13																																												
USGS	422622122004000	2014-12-14																																												
USGS	422622122004000	2014-12-15																																												
USGS	422622122004000	2014-12-16																																												
USGS	422622122004000	2014-12-17																																												
USGS	422622122004000	2014-12-18																																												
USGS	422622122004000	2014-12-19																																												
USGS	422622122004000	2014-12-20																																												
USGS	422622122004000	2014-12-21																																												
USGS	422622122004000	2014-12-22																																												
USGS	422622122004000	2014-12-23																																												
USGS	422622122004000	2014-12-24																																												
USGS	422622122004000	2014-12-25																																												
USGS	422622122004000	2014-12-26																																												
USGS	422622122004000	2014-12-27																																												
USGS	422622122004000	2014-12-28																																												
USGS	422622122004000	2014-12-29																																												
USGS	422622122004000	2014-12-30																																												
USGS	422622122004000	2014-12-31																																												
USGS	422622122004000	2015-01-01																																												
USGS	422622122004000	2015-01-02																																												
USGS	422622122004000	2015-01-03																																												
USGS	422622122004000	2015-01-04																																												
USGS	422622122004000	2015-01-05																																												
USGS	422622122004000	2015-01-06																																												
USGS	422622122004000	2015-01-07																																												
USGS	422622122004000	2015-01-08																																												
USGS	422622122004000	2015-01-09																																												
USGS	422622122004000	2015-01-10																																												
USGS	422622122004000	2015-01-11																																												
USGS	422622122004000	2015-01-12																																												
USGS	422622122004000	2015-01-13																																												
USGS	422622122004000	2015-01-14																																												
USGS	422622122004000	2015-01-15																																												
USGS	422622122004000	2015-01-16																																												
USGS	422622122004000	2015-01-17																																												
USGS	422622122004000	2015-01-18																																												
USGS	422622122004000	2015-01-19																																												
USGS	422622122004000	2015-01-20																																												
USGS	422622122004000	2015-01-21																																												
USGS	422622122004000	2015-01-22																																												
USGS	422622122004000	2015-01-23																																												
USGS	422622122004000	2015-01-24																																												
USGS	422622122004000	2015-01-25																																												
USGS	422622122004000	2015-01-26																																												
USGS	422622122004000	2015-01-27																																												
USGS	422622122004000	2015-01-28																																												
USGS	422622122004000	2015-01-29																																												
USGS	422622122004000	2015-01-30																																												
USGS	422622122004000	2015-01-31																																												
USGS	422622122004000	2015-02-01																																												
USGS	422622122004000	2015-02-02																																												
USGS	422622122004000	2015-02-03																																												
USGS	422622122004000	2015-02-04																																												
USGS	422622122004000	2015-02-05																																												
USGS	422622122004000	2015-02-06																																												
USGS	422622122004000	2015-02-07																																												
USGS	422622122004000	2015-02-08																																												
USGS	422622122004000	2015-02-09																																												
USGS	422622122004000	2015-02-10																																												
USGS	422622122004000	2015-02-11																																												
USGS	422622122004000	2015-02-12																																												
USGS	422622122004000	2015-02-13																																												
USGS	422622122004000	2015-02-14																																												
USGS	422622122004000	2015-02-15																																												
USGS	422622122004000	2015-02-16																																												
USGS	422622122004000	2015-02-17																																												
USGS	422622122004000	2015-02-18																																												
USGS	422622122004000	2015-02-19																																												
USGS	422622122004000	2015-02-20																																												
USGS	422622122004000	2015-02-21																																												
USGS	422622122004000	2015-02-22																																												
USGS	422622122004000	2015-02-23																																												
USGS	422622122004000	2015-02-24																																												
USGS	422622122004000	2015-02-25																																												
USGS	422622122004000	2015-02-26																																												
USGS	422622122004000	2015-02-27																																												
USGS	422622122004000	2015-02-28																																												
USGS	422622122004000	2015-03-01																																												
USGS	422622122004000	2015-03-02																																												
USGS	422622122004000	2015-03-03																																												
USGS	422622122004000	2015-03-04																																												
USGS	422622122004000	2015-03-05																																												
USGS	422622122004000	2015-03-06																																												
USGS	422622122004000	2015-03-07																																												
USGS	422622122004000	2015-03-08																																												
USGS	422622122004000	2015-03-09																																												
USGS	422622122004000	2015-03-10																																												
USGS	422622122004000	2015-03-11																																												
USGS	422622122004000	2015-03-12																																												
USGS	422622122004000	2015-03-13																																												
USGS	422622122004000	2015-03-14																																												
USGS	422622122004000	2015-03-15																																												
USGS	422622122004000	2015-03-16																																												
USGS	422622122004000	2015-03-17																																												
USGS	422622122004000	2015-03-18																																												
USGS	422622122004000	2015-03-19																																												
USGS	422622122004000	2015-03-20																																												
USGS	422622122004000	2015-03-21																																												
USGS	422622122004000	2015-03-22																																												
USGS	422622122004000	2015-03-23																																												
USGS	422622122004000	2015-03-24																																												
USGS	422622122004000	2015-03-25																																												
USGS	422622122004000	2015-03-26																																												
USGS	422622122004000	2015-03-27																																												
USGS	422622122004000	2015-03-28																																												
USGS	422622122004000	2015-03-29																																												
USGS	422622122004000	2015-03-30																																												
USGS	422622122004000	2015-03-31																																												
USGS	422622122004000	2015-04-01																																												
USGS	422622122004000	2015-04-02																																												
USGS	422622122004000	2015-04-03																																												
USGS	422622122004000	2015-04-04																																												
USGS	422622122004000	2015-04-05																																												
USGS	422622122004000	2015-04-06																																												
USGS	422622122004000	2015-04-07																																												
USGS	422622122004000	2015-04-08																																												
USGS	422622122004000	2015-04-09																																												
USGS	422622122004000	2015-04-10																																												
USGS	422622122004000	2015-04-11																																												
USGS	422622122004000	2015-04-12																																												
USGS	422622122004000	2015-04-13																																												
USGS	422622122004000	2015-04-14																																												
USGS	422622122004000	2015-04-15																																												
USGS	422622122004000	2015-04-16																																												
USGS	422622122004000	2015-04-17																																												
USGS	422622122004000	2015-04-18																																												
USGS	422622122004000	2015-04-19																																												
USGS	422622122004000	2015-04-20																																												
USGS	422622122004000	2015-04-21																																												
USGS	422622122004000	2015-04-22																																												
USGS	422622122004000	2015-04-23																																												
USGS	422622122004000	2015-04-24																																												
USGS	422622122004000	2015-04-25																																												
USGS	422622122004000	2015-04-26																																												
USGS	422622122004000	2015-04-27																																												
USGS	422622122004000	2015-04-28																																												
USGS	422622122004000	2015-04-29																																												
USGS	422622122004000	2015-04-30																																												
USGS	422622122004000	2015-05-01																																												
USGS	422622122004000	2015-05-02																																												
USGS	422622122004000	2015-05-03																																												
USGS	422622122004000	2015-05-04																																												
USGS	422622122004000	2015-05-05																																												
USGS	422622122004000	2015-05-06																																												
USGS	422622122004000	2015-05-07																																												
USGS	422622122004000	2015-05-08																																												
USGS	422622122004000	2015-05-09																																												
USGS	422622122004000	2015-05-10																																												
USGS	422622122004000	2015-05-11																																												
USGS	422622122004000	2015-05-12																																												
